avg_acc_x_0,avg_acc_y_0,avg_acc_z_0,avg_acc_x_1,avg_acc_y_1,avg_acc_z_1,avg_acc_x_2,avg_acc_y_2,avg_acc_z_2,avg_acc_x_3,avg_acc_y_3,avg_acc_z_3,avg_acc_x_4,avg_acc_y_4,avg_acc_z_4,avg_acc_x_5,avg_acc_y_5,avg_acc_z_5,avg_acc_x_6,avg_acc_y_6,avg_acc_z_6,avg_acc_x_7,avg_acc_y_7,avg_acc_z_7,avg_acc_x_8,avg_acc_y_8,avg_acc_z_8,avg_acc_x_9,avg_acc_y_9,avg_acc_z_9,avg_gyro_x_0,avg_gyro_y_0,avg_gyro_z_0,avg_gyro_x_1,avg_gyro_y_1,avg_gyro_z_1,avg_gyro_x_2,avg_gyro_y_2,avg_gyro_z_2,avg_gyro_x_3,avg_gyro_y_3,avg_gyro_z_3,avg_gyro_x_4,avg_gyro_y_4,avg_gyro_z_4,avg_gyro_x_5,avg_gyro_y_5,avg_gyro_z_5,avg_gyro_x_6,avg_gyro_y_6,avg_gyro_z_6,avg_gyro_x_7,avg_gyro_y_7,avg_gyro_z_7,avg_gyro_x_8,avg_gyro_y_8,avg_gyro_z_8,avg_gyro_x_9,avg_gyro_y_9,avg_gyro_z_9,label
-0.25114505070000004,-0.4519083910999999,1.8885496756999998,-1.1343511522,6.9198472501,28.1648854941,6.7061067349,12.388550116999998,-45.94809206699999,14.3190838941,13.890076421700002,48.472518539000006,12.320610836299998,19.8083972491,-31.433586118000015,11.009159868300001,32.4732829059,94.042748259,2.9763361462000004,-35.725189206,-56.21068656480001,8.639694297400002,19.454962163999994,-21.924428172000006,22.280916783499997,23.319083221000007,77.167939759,-3.1396951045000008,-31.051909315599993,-68.34732818500001,-0.261284183,-9.958412838600001,11.776689528999999,-1.0195849934,-10.1559224129,11.761064529999999,0.11518059679999988,-10.2193990713,11.2564258582,-1.0784229397,-11.932045269100001,13.084306718000002,-3.8789599748000008,-9.936928177600002,12.213457108000002,-0.21514173150000024,-10.835853959699998,11.8240528103,-8.4268114457,-8.11228218,17.083757399999996,-2.5654833799000007,-10.2540668481,12.878007887199999,-10.5960008502,-8.0143816946,12.633623123800001,-0.6250536445000002,-12.700111580400002,12.591142653799999,Running
14.389312150299997,72.81603182900001,76.36946563499998,34.787023257499996,11.929771228999998,6.046566768,-4.8030533085,-33.6427480656,-66.03358874370001,-7.074045945099999,62.443511398,109.64427470599999,20.474045658500003,-52.315264618200004,-20.022901533,-0.3732823669000004,-19.8748073987,-71.93816795900001,-4.7427476432,51.79236737020001,157.4603067369,12.361831808199998,-46.675572401,-42.213739773,-11.7137406105,-11.205342488000005,-47.18244287000001,40.21603145649999,49.94808993529999,132.855727377,-4.7022019865999996,-9.0558248516,14.355791090399999,-7.7944872233,-8.679176712300002,10.4146289818,3.2384716662,-10.197487162600002,10.827226638399999,-3.4717332367000004,-13.315346144300003,15.4175586697,-6.793754708100001,-12.650062942300002,12.730546950899999,0.04706546140000043,-13.2118303288,13.168779374000001,-8.156303534600001,-10.243629550000001,13.227128984,-10.7742234905,-9.4432758338,16.1785449991,2.2328563977,-11.495033740599998,13.3711719518,-4.241752745100001,-9.625709819100003,12.658525465699999,Running
11.4435113947,-29.66641217300001,-46.19847221900001,-5.6053437853000005,1.6793899038999982,-42.023664184,40.9938937665,19.204579760700003,94.198474506,43.03511500380001,-14.608396907000003,-64.18396849590002,23.058778571500003,13.997710545099997,-45.61450424200001,46.8030530937,63.12366413090001,117.890077198,21.531297494,-2.986258796,-64.98320618099999,1.0137405874999985,25.529771000599993,-39.299237058799996,20.340458105800003,41.187787244999996,108.191603081,10.509160232400001,-17.174808510000002,-51.22518864599999,-6.5552294141,-11.9510880484,12.6258106232,-3.7827684410000004,-13.744545173400002,12.4470996864,-8.7734911737,-13.302162455500001,18.131914138999996,-5.140922832300001,-10.700844193,13.8974781036,0.21332516150000025,-13.002113532300001,13.343095778,-9.405327115099999,-10.132301517,15.325029371699998,-10.064018440199998,-7.571998881499999,15.9375782024,0.1622998415999998,-10.805885408700002,14.208574295,-6.692192293199999,-10.220863914400002,14.281328201100001,-7.0855028515,-11.846596145200001,11.1255664846,Running
1.0694655229000005,13.765649027000004,-53.631298078,21.983969826499997,29.5412219915,146.928245346,10.316031041099999,-32.28091568949999,-66.31145115,-5.416030531300001,15.042747113999999,-23.019848054999994,25.099237155000004,2.7389313207,101.73816929300001,23.529771347100002,-3.8351140920000035,-46.30076217700001,0.05954170329999968,15.658015821000001,1.8335884059999927,23.9709914674,12.603818805900001,73.19542045099999,19.4954190588,10.403816987999999,-66.48473204900002,-11.2251909963,18.734350591000002,-7.538167565000009,2.9122998531999995,-14.540443611,9.471025467999999,-8.6480028342,-7.9731220246,15.874345779399999,-2.6799851428000006,-11.571205425200002,13.6177539827,1.5270458854999998,-13.179115580300001,13.429033280000002,-10.2651903338,-12.6539690012,16.788652422,-6.781547767099999,-12.1842424392,14.001543045399998,1.8761670471999998,-15.112221050600002,13.8506641381,-8.908744907700001,-12.864906784800002,16.5318164831,-0.09062974519999986,-12.913490580500001,12.8877735138,-0.6348192085999995,-13.232338332500001,11.514726638600001,Running
21.1221373752,34.5633579231,73.248092272,25.309161005000004,-8.117556744399987,-73.865648275,-15.276335763099999,19.310687446500005,-17.816030884000003,37.2534353729,35.3198460705,70.085497462,34.909924603,2.5068703244999995,-57.797709276,-13.704580188300003,5.012214518300004,-20.471755788000003,20.629007141999995,34.30992355,98.64580269599999,29.853435232499997,-26.7648856197,-55.25038166200001,-9.965648652099997,30.7763365852,-3.7641227749999926,17.655724905999996,35.446564867,48.816030126,-5.699272311500001,-12.572182079200001,15.514970778999999,-1.9246140773,-11.871986770100001,13.856279374100001,-0.3013231166,-14.548011969700003,13.9644336713,-9.0877000807,-8.969154644000003,17.122331617,-6.3069383156,-10.2870258337,16.441179274399996,2.6754834532999996,-10.555397128300001,11.0442676546,-6.592827018899999,-12.532875442100003,12.119218825099999,0.6566846996000003,-13.0751117696,12.4712696084,1.2133252143,-15.163002203899998,11.204912184999998,-7.141655135800001,-7.3337177262000015,15.625749588599998,Running
22.394655536699997,-20.296182826,-60.28320531490002,-13.966411995600001,21.659540899399996,26.886261373000004,27.714504343700003,21.546565237000003,40.443511578000006,25.1435120586,2.929008859999996,-54.429007345,-4.402290536299999,30.512212941999998,21.086259839000004,4.0587784761,-1.898473116800011,38.590840336999996,0.012977124100000025,-33.745039174,-64.9129760518,17.2999992401,38.64122009450001,68.46335983200001,21.554961773000002,10.629007909000007,-13.28625926700001,-6.384732985399998,-27.4580160214,-67.206104574,-0.4981004061999997,-13.146644877700002,14.428789138700001,-0.34355948510000045,-13.163734721800001,13.978288649499998,-10.720756722099999,-10.2318502408,17.411211013,-2.5281296735000005,-11.1617816931,14.086992264700001,-0.23638176820000023,-10.372535895400002,14.653337478000003,-7.9304734228000004,-7.5690084462,14.0639820085,1.1237256292999998,-13.8859027876,13.5222949978,-5.0349656726,-14.033607765700001,13.711015698999997,-10.5398485514,-6.6213155746,16.300798415699997,-3.375297611899999,-11.536537457300001,15.2989063261,Running
18.0931301732,44.058777999,122.07786292799999,20.840458631300002,-2.697710590699996,-47.051907932000006,-4.580916070500001,-6.5320608029999985,-67.448854823,20.389312933000006,46.827480883999996,120.793130877,13.7458016285,-23.8305342654,-44.79389190500002,-9.692366554,-15.158015828999998,-61.96717663160001,43.486260986,60.7114511038,122.25496273800002,31.0320620067,-14.070993496000003,-59.56488542500002,-22.0145040037,-0.2473270400000061,-44.53053341399999,21.479389783000002,19.589312735,133.930535125,-7.608696031400001,-12.354164504900002,17.095964431899997,-9.8843308929,-11.902748489500002,14.0772266388,0.5009230134999998,-13.3275531758,13.135332106699996,-6.841606307799999,-9.4594501493,15.8730640414,-3.5759813199,-10.9440083507,14.893632888000003,0.41376466750000007,-13.137611389,13.3062305442,-9.736870003499998,-11.660805030800002,16.300859451,-5.8237839936,-11.538490580000001,15.9065723418,1.8703076600000004,-8.7692646018,14.8599414827,-6.757866084999999,-7.982155131800001,16.650896073000002,Running
22.375571872800002,-21.897709847000005,-44.5587797178,-13.6809164281,-7.356488922100006,-52.861831673000005,39.9480918401,51.177100947,138.597710799,18.7335887415,-19.99694648499999,-50.203817743,-10.892366516700003,0.7251900669999941,-54.190075301000014,18.289312273000004,48.185496434,127.33206177139998,22.4259539123,-33.58320744730001,-42.796184762699994,-13.341984272,-9.796182255,-55.983206372000005,28.37633565289999,69.19694710399999,100.68473339800002,0.25725209569999946,-34.30457953850001,-29.349618530000008,-8.4148484701,-6.7140276906,14.6001758578,2.4777294645000003,-13.926918411000003,14.0366992953,-7.223442298099999,-7.082985396700002,15.794206618,-3.4087449081,-11.236977194700001,14.0130176556,0.7887646840999996,-13.1634906766,13.294267654700002,-7.506401190699999,-7.6493916512,16.037431715999997,-9.6060105801,-13.09293394,16.743974686199998,0.3810499914000004,-14.792641066300002,15.087724685799998,-0.8936083195000009,-10.711342239900002,12.8523731231,-7.8643112901,-11.981850051300002,17.639970779000002,Running
-4.811450195300001,-17.686259848000002,-68.32977218599999,31.72519044990001,45.9259551571,100.12366447099998,22.9328246156,-2.7938931489999943,-15.93053398699999,-9.824427754400002,-21.161832092000004,-65.3465670548,17.587023234700002,30.8221362192,118.83740429580003,18.4335882183,-23.7931302602,-5.1938941930000055,-8.518320612200002,-13.600762937999999,-69.24732869540001,5.204580594700004,36.757253465999995,105.2381695,17.967176062100002,-18.301526254000006,-9.748091502000005,-5.480916023000001,-17.690075591000003,-66.50915985399999,-3.7246629249999996,-11.3768694878,14.241044996999998,-7.0710984595,-9.491188335100002,14.6016406996,-8.048881674899999,-6.0776144026,15.8415698997,-0.6062547687,-13.1791154846,14.2830371851,-6.1907273977,-9.598610114600001,15.262041092,-9.5801317524,-8.2165302268,14.881181717099997,0.5875929359000007,-13.421059131100003,13.8972949986,-2.0447312949,-9.2387470244,13.7639331821,-9.0908739272,-6.9838643069,14.989580154399999,-0.7148973472,-12.4906390187,14.3316211697,Running
10.705342912499999,43.88778705,98.66030673399999,17.5503810696,-3.996946520000003,-13.578626635999996,8.6427484958,50.025191687,90.749617383,-8.7251910101,-17.864884612999994,-66.556489564,13.735115248800003,44.11908359599999,102.78854971499997,29.5435122962,-10.675573735999999,-20.307634743,-5.932061147000001,-14.659542707899998,-64.718321612,26.0725183024,73.45267220599999,102.64351196699997,30.849619317000002,-1.5969461841000012,-35.96793823499999,-12.096946381700002,-11.167175772000002,-66.53663977900001,-2.122367991000001,-9.3566669458,13.988298415699997,-10.5901414223,-7.499001025500002,17.350908279000002,1.9852979005000002,-10.227516365300001,13.873125075399997,-5.5913621435000005,-8.6813738814,15.3195972447,-6.9085007551,-9.1825336458,16.634355547400002,0.8312452974000001,-15.030189704000003,14.1765918724,-7.468071127399999,-10.8695453613,14.86287117,-8.360405064,-8.101051522,16.9099903101,1.0829541675,-13.7018204693,13.897783278399999,2.0304639573000003,-9.288551520899999,11.994951247199998,Running
21.816793965600006,43.095420078000004,127.28396759900002,22.928244299,-11.702289020800011,-16.138168346,-5.128244115100001,-15.102289959,-67.58320541500001,38.3305350349,64.3648854249,110.84122239099997,27.552672049600005,-30.615264651399997,-37.07633743899999,-10.8190841672,-9.1259541636,-69.128243255,24.051908109,44.09999886400001,101.31908455,18.9251912094,-23.443511667899998,-37.21832008400001,-15.425954401700002,-11.814502812999999,-70.873282248,25.232061006000002,59.352673534999994,125.79007625599998,-6.6548386459,-9.820228768200002,16.7349414808,1.4491651356999995,-12.067360114400001,12.233720778999999,-6.9148484712,-13.308998393700003,14.9319629681,-6.6970750804,-11.887611865600004,13.997392654599997,0.2699659338999997,-14.7921527856,14.1075000759,-7.807426596699999,-12.5499651908,14.4014453891,-11.679252800799999,-7.049049948999999,16.969804763899997,1.4289014004000002,-12.8353655804,13.758623123200001,-1.6099168630999998,-8.3854754443,14.030778883800002,-3.1497117525,-11.204017925600002,14.6228809348,Running
