avg_acc_x,avg_acc_y,avg_acc_z,label,duration,avg_gyro_x,avg_gyro_y,avg_gyro_z
-6.513739777599999,1.2274811503,-3.1190839432,Walking,1,0.22637213230000003,-0.8127270609,-0.5718827249
0.1152671778,0.6564885436000001,-0.34122137859999996,Walking,1,0.0166552736,0.0205249005,0.00013875949999999984
0.1328244264,0.5687022924,-0.12519083700000003,Walking,1,0.001030273800000001,0.025895994100000003,0.007707118899999999
0.035114504199999994,0.6129770935000001,-0.17633587499999998,Walking,1,0.006870116899999999,-0.0022070333999999994,0.011264801
0.04503816880000001,0.5908397019,-0.3519084007,Walking,1,-0.0031396485999999986,0.008046872900000002,-0.0036277770999999987
0.07328244180000001,0.5534351129,-0.2633587792,Walking,1,0.0029638672,-0.003183595899999999,0.012241363500000001
0.016793893799999994,0.6954198539000002,-0.10916030179999998,Walking,1,0.0005224607999999998,0.008535153899999998,-0.0060691832
0.04885496239999999,0.6068702249,-0.24885496059999998,Walking,1,0.0022314453000000013,0.005849607099999999,3.433219999999931e-05
0.1152671751,0.6549618304000001,-0.2351145046,Walking,1,0.0024755858,-0.005380861499999999,0.010044097899999998
0.1625954194,0.6229007571999999,-0.28167938530000003,Walking,1,-0.0014306643000000004,-0.005869142799999999,0.006381988600000001
0.12595419859999998,0.6702290059,-0.24885496210000002,Walking,1,-0.0041162111,0.0090234354,0.0032081604000000013
0.040458016000000006,0.6274809154000001,-0.15038168049999998,Walking,1,0.0058935545,0.0121972634,0.007114410400000002
0.06870228870000002,0.6488549648999999,-0.1755725193,Walking,1,-0.004116211,-0.005136721,-0.0046043395
0.07938931410000001,0.6496183363,-0.2541984733,Walking,1,0.0022314452,0.007802732100000001,-0.0038719177999999993
0.051908397799999985,0.5702290027,-0.2748091647,Walking,1,-0.004848632899999999,0.003896482300000001,0.0056495667000000015
-0.05267175589999999,0.7229007601,-0.3465648867,Walking,1,0.0019873046000000003,-0.0053808616,0.014194488699999999
0.14809160280000003,0.5977099209999999,-0.1931297682,Walking,1,0.0051611328,-0.005869142699999998,-0.0126609803
0.0954198466,0.5832061052,-0.29770992840000005,Walking,1,-0.0055810548,-0.0009863301999999987,0.015903472800000002
0.0404580176,0.6793893129,-0.352671754,Walking,1,0.006870117100000001,-0.0100195333,0.007358551100000002
0.11221374209999999,0.6435114502000001,-0.2908396931,Walking,1,-0.0080224612,-0.0061132834,0.0063819885000000005
0.0229007627,0.6648854939000002,-0.2679389268,Walking,1,-0.0036279296999999983,-0.004892580200000001,0.005405426099999999
0.0946564876,0.6572519004,-0.32137404459999996,Walking,1,-0.0082666016,-0.015146486399999997,-0.0036277770999999987
0.04427480929999999,0.6404580113999999,-0.28625954249999996,Walking,1,0.005649414,-0.006113283299999999,-0.0175437928
0.1198473287,0.6045801461,-0.2229007637,Walking,1,0.009799804700000001,-0.008798830099999998,-0.014614105299999996
0.11145038170000002,0.5946564941,-0.2610687025,Walking,1,0.0100439452,-0.0046484398,-0.0002098083999999988
0.11679389259999998,0.6175572514,-0.2167938962,Walking,1,0.0054052732,0.0004785135000000003,0.0137062072
-1.9999999989472884e-10,0.6534351139,-0.19999999880000002,Walking,1,0.006381835899999999,-0.0019628926000000006,-0.0077781677
0.134351144,0.5145038159000002,-0.2618320594,Walking,1,-0.0033837891000000004,0.0009667946999999992,-0.008266448999999999
0.0702290088,0.6984732804000001,-0.24045801429999997,Walking,1,0.0115087894,0.0016992164999999997,0.0002784728999999998
-5.2541985853,1.3595418902000005,3.9381678467,Walking,1,-0.6510888404,-0.2382910237,0.1631202697999999
-51.999236876,-22.891603622400005,13.071755546199999,Walking,1,3.3215674908000006,-3.5979099988999996,-1.8940086365000002
53.337404755399994,23.430533018000006,36.292366791,Walking,1,-1.8493309824000002,0.2529200552,-0.7118797302000001
-65.99542074979999,-30.356488478400006,16.648855351599998,Walking,1,4.346713993,-1.3259373666,-1.7941551208
46.574045563599995,33.10305360460001,14.4541984326,Walking,1,1.0752295281,-4.582773255600001,-2.3166160583
-34.987785329999994,4.100763506299999,-6.829008136499999,Walking,1,-0.3976708596,0.8063869,0.12601089459999992
-4.504580694199999,-18.5625957486,23.690075968,Walking,1,0.024204214700000025,-1.1792089222999997,-0.4474754335000002
23.653436037600006,21.799999430000003,25.7229004155,Walking,1,-0.9745751320000002,-1.9887791873,-0.5785789491000001
-1.5854965189999917,20.8061064782,11.603053807200002,Walking,1,1.6855811330000001,-3.135507703,-2.0878562925999997
-16.998474022000003,-4.883969880000004,13.865648794099997,Walking,1,2.0425147290999996,-2.3842869758,-1.1315574646
-11.784732439999999,15.937404917199999,6.2580156395,Walking,1,0.7368506244999999,-2.3108006224,1.2165260316000004
-4.615266466900001,4.854198445999998,22.722900816600003,Walking,1,0.08255371979999997,0.20433611879999997,-1.311733246
23.038167392400002,-7.530534170999999,17.729771232599994,Walking,1,0.347446306,-1.8523046017999996,-1.7467918396999997
21.991602694,18.198473263,5.9557252403,Walking,1,0.07889160600000003,-5.674814271700001,-2.4003562927
0.08702290129999998,0.7076335937,-0.2893129756,Walking,1,0.3251794577,-2.1632666586999996,-0.19430208200000004
